,rndf1,rndf2,rndf3
22379,0.04,0.66,0.3
22380,0.0,0.13666666666666666,0.8633333333333333
22381,0.08,0.81,0.11
22382,0.04,0.95,0.01
22383,0.0,0.91,0.09
22384,0.07,0.81,0.12
22385,0.0,0.96,0.04
22386,0.0,0.39,0.61
22387,0.03,0.67,0.3
22388,0.61,0.37,0.02
22389,0.06,0.88,0.06
22390,0.13,0.84,0.03
22391,0.0,0.12,0.88
22392,0.05,0.6738095238095237,0.27619047619047615
22393,0.0,0.93,0.07
22394,0.0,0.03,0.97
22395,0.0,0.3,0.7
22396,0.0,0.55,0.45
22397,0.0,0.77,0.23
22398,0.21,0.44,0.35
22399,0.15,0.81,0.04
22400,0.03,0.9,0.07
22401,0.0,0.889,0.111
22402,0.0,0.59,0.41
22403,0.0,0.47,0.53
22404,0.18,0.5,0.32
22405,0.03,0.7,0.27
22406,0.05,0.58,0.37
22407,0.0,0.2647142857142857,0.7352857142857142
22408,0.0,0.87,0.13
22409,0.15,0.25,0.6
22410,0.01,0.31,0.68
22411,0.48,0.51,0.01
22412,0.33,0.62,0.05
22413,0.03,0.96,0.01
22414,0.08,0.46,0.46
22415,0.0,0.18,0.82
22416,0.0,0.07,0.93
22417,0.02,0.56,0.42
22418,0.0,0.4,0.6
22419,0.04,0.84,0.12
22420,0.0,0.7,0.3
22421,0.0,0.1765,0.8234999999999999
22422,0.0,0.0,1.0
22423,0.66,0.28,0.06
22424,0.0,0.0,1.0
22425,0.04071428571428571,0.8692857142857143,0.09
22426,0.11,0.88,0.01
22427,0.01,0.9366666666666665,0.05333333333333333
22428,0.0,0.5,0.5
22429,0.0,0.21,0.79
22430,0.04,0.9,0.06
22431,0.0,0.91,0.09
22432,0.0,0.72,0.28
22433,0.01,0.87,0.12
22434,0.0,0.24,0.76
22435,0.0,0.05,0.95
22436,0.8175,0.11,0.0725
22437,0.0,0.08,0.92
22438,0.07,0.92,0.01
22439,0.0,0.86,0.14
22440,0.02,0.51,0.47
22441,0.0,0.37,0.63
22442,0.0,0.98,0.02
22443,0.0,0.04,0.96
22444,0.6588571428571428,0.3311428571428571,0.01
22445,0.0,0.15,0.85
22446,0.01,0.5,0.49
22447,0.0,0.41,0.59
22448,0.5,0.5,0.0
22449,0.0,0.5433333333333333,0.4566666666666667
22450,0.62,0.37,0.01
22451,0.17,0.62,0.21
22452,0.05,0.47,0.48
22453,0.0,0.25,0.75
22454,0.05,0.82,0.13
22455,0.0,0.46,0.54
22456,0.4575,0.4925,0.05
22457,0.44,0.56,0.0
22458,0.29,0.68,0.03
22459,0.0,0.51,0.49
22460,0.02,0.634,0.34600000000000003
22461,0.01,0.96,0.03
22462,0.0,0.7975,0.2025
22463,0.0,0.64,0.36
22464,0.04,0.78,0.18
22465,0.32,0.52,0.16
22466,0.0,0.14,0.86
22467,0.0,0.74,0.26
22468,0.01,0.09,0.9
22469,0.13,0.68,0.19
22470,0.01,0.59,0.4
22471,0.0,0.24,0.76
22472,0.0,0.07,0.93
22473,0.01,0.1,0.89
22474,0.0,0.76,0.24
22475,0.0,0.6566666666666666,0.34333333333333327
22476,0.25,0.72,0.03
22477,0.03,0.79,0.18
22478,0.0,0.835,0.165
22479,0.81,0.19,0.0
22480,0.01,0.45,0.54
22481,0.13,0.6,0.27
22482,0.0,0.03,0.97
22483,0.0,0.29,0.71
22484,0.0,0.0,1.0
22485,0.0,0.97,0.03
22486,0.0,0.35,0.65
22487,0.01,0.73,0.26
22488,0.0,0.99,0.01
22489,0.35,0.36916666666666664,0.2808333333333333
22490,0.0,0.66,0.34
22491,0.0,0.88,0.12
22492,0.0,0.535,0.465
22493,0.0,0.42,0.58
22494,0.0,0.48,0.52
22495,0.08,0.52,0.4
22496,0.0,0.8,0.2
22497,0.01,0.51,0.48
22498,0.0,0.82,0.18
22499,0.0,0.8533333333333333,0.14666666666666667
22500,0.0,0.18,0.82
22501,0.0,0.68,0.32
22502,0.0,0.026666666666666665,0.9733333333333333
22503,0.4,0.55,0.05
22504,0.43,0.5356666666666667,0.034333333333333334
22505,0.0,0.03,0.97
22506,0.07,0.92,0.01
22507,0.0,0.6999761904761904,0.3000238095238094
22508,0.04,0.9316666666666668,0.028333333333333335
22509,0.01,0.8,0.19
22510,0.0,0.18,0.82
22511,0.0,0.58,0.42
22512,0.0,0.7434761904761905,0.25652380952380954
22513,0.0,0.045,0.955
22514,0.0,0.02,0.98
22515,0.01,0.59,0.4
22516,0.01,0.87,0.12
22517,0.0,0.0,1.0
22518,0.0,0.45,0.55
22519,0.05,0.742,0.20799999999999996
22520,0.01,0.67,0.32
22521,0.01,0.94,0.05
22522,0.32,0.5825,0.0975
22523,0.0,0.4,0.6
22524,0.13,0.74,0.13
22525,0.43333333333333335,0.3566666666666667,0.21
22526,0.0,0.06666666666666667,0.9333333333333335
22527,0.0,0.99,0.01
22528,0.08,0.84,0.08
22529,0.0,0.055,0.945
22530,0.02,0.6,0.38
22531,0.0,0.3,0.7
22532,0.0,0.42833333333333334,0.5716666666666667
22533,0.0,0.84,0.16
22534,0.0,0.7033333333333333,0.29666666666666663
22535,0.05,0.32,0.63
22536,0.0,0.84,0.16
22537,0.61,0.39,0.0
22538,0.03,0.57,0.4
22539,0.07,0.75,0.18
22540,0.24,0.66,0.1
22541,0.25,0.63,0.12
22542,0.0,0.2606666666666667,0.7393333333333334
22543,0.0,0.3,0.7
22544,0.0,0.43,0.57
22545,0.0,0.115,0.885
22546,0.0,0.71,0.29
22547,0.16,0.63,0.21
22548,0.06,0.65,0.29
22549,0.0,0.84,0.16
22550,0.1,0.56,0.34
22551,0.01,0.76,0.23
22552,0.43,0.52,0.05
22553,0.02,0.93,0.05
22554,0.02,0.98,0.0
22555,0.0,0.0,1.0
22556,0.02,0.63,0.35
22557,0.0,0.4,0.6
22558,0.09,0.65,0.26
22559,0.01,0.46,0.53
22560,0.0,0.29,0.71
22561,0.01,0.99,0.0
22562,0.0,0.51,0.49
22563,0.1,0.65,0.25
22564,0.38,0.569,0.051
22565,0.0,0.38,0.62
22566,0.19,0.72,0.09
22567,0.0,0.03,0.97
22568,0.21,0.79,0.0
22569,0.03,0.8166666666666668,0.15333333333333332
22570,0.08,0.88,0.04
22571,0.0,0.27,0.73
22572,0.8085476190476192,0.19145238095238096,0.0
22573,0.0,0.365,0.635
22574,0.01,0.152,0.838
22575,0.05,0.65,0.3
22576,0.02,0.915,0.065
22577,0.0,0.85,0.15
22578,0.0,0.0,1.0
22579,0.05,0.92,0.03
22580,0.01,0.44,0.55
22581,0.0,0.0,1.0
22582,0.0,0.0,1.0
22583,0.13,0.82,0.05
22584,0.0,0.71,0.29
22585,0.01,0.845,0.145
22586,0.01,0.95,0.04
22587,0.18,0.63,0.19
22588,0.0,0.03,0.97
22589,0.04,0.83,0.13
22590,0.31,0.65,0.04
22591,0.0,0.05,0.95
22592,0.0,0.2358333333333333,0.7641666666666667
22593,0.285,0.715,0.0
22594,0.0,0.9675,0.0325
22595,0.325,0.615,0.06
22596,0.0,0.62,0.38
22597,0.01,0.74,0.25
22598,0.0,0.25,0.75
22599,0.01,0.3624166666666666,0.6275833333333334
22600,0.23,0.65,0.12
22601,0.0,0.42614285714285716,0.5738571428571428
22602,0.01,0.6764761904761903,0.3135238095238095
22603,0.01,0.44416666666666665,0.5458333333333333
22604,0.02,0.09,0.89
22605,0.0,0.65,0.35
22606,0.0,0.08066666666666666,0.9193333333333332
22607,0.02,0.06,0.92
22608,0.4525,0.4441666666666667,0.10333333333333332
22609,0.74,0.25,0.01
22610,0.36,0.52,0.12
22611,0.0,0.3976190476190476,0.6023809523809524
22612,0.0075,0.9925,0.0
22613,0.0,0.8,0.2
22614,0.99,0.01,0.0
22615,0.01,0.94,0.05
22616,0.12,0.63,0.25
22617,0.0,0.0,1.0
22618,0.0,0.24,0.76
22619,0.32,0.68,0.0
22620,0.0,0.42166666666666663,0.5783333333333333
22621,0.0,0.66,0.34
22622,0.0,0.85,0.15
22623,0.09,0.6,0.31
22624,0.66,0.34,0.0
22625,0.9,0.1,0.0
22626,0.01,0.605,0.385
22627,0.016666666666666666,0.3833333333333333,0.6
22628,0.0,0.805,0.195
22629,0.0,0.0,1.0
22630,0.06,0.8128571428571427,0.12714285714285714
22631,0.0,0.8171666666666667,0.18283333333333335
22632,0.0,0.35,0.65
22633,0.0,0.05,0.95
22634,0.0,0.34600000000000003,0.654
22635,0.0,0.99,0.01
22636,0.33,0.62,0.05
22637,0.0,0.6991666666666666,0.30083333333333323
22638,0.46,0.48999999999999994,0.05
22639,0.0,0.53,0.47
22640,0.0,0.82,0.18
22641,0.17,0.78,0.05
22642,0.04,0.68,0.28
22643,0.24,0.725,0.035
22644,0.38,0.5475,0.0725
22645,0.13,0.85,0.02
22646,0.01,0.68,0.31
22647,0.14,0.69,0.17
22648,0.0,0.06,0.94
22649,0.14133333333333334,0.8286666666666668,0.03
22650,0.0,0.22333333333333333,0.7766666666666667
22651,0.0,0.5141666666666667,0.4858333333333333
22652,0.18,0.7566666666666666,0.06333333333333332
22653,0.53,0.47,0.0
22654,0.02,0.77,0.21
22655,0.0,0.2,0.8
22656,0.0,0.91,0.09
22657,0.0,0.8143333333333332,0.18566666666666667
22658,0.0,0.95,0.05
22659,0.59,0.4,0.01
22660,0.0,0.95,0.05
22661,0.01,0.42,0.57
22662,0.0,0.21,0.79
22663,0.66,0.34,0.0
22664,0.49766666666666665,0.4723333333333333,0.03
22665,0.14,0.66,0.2
22666,0.02,0.48,0.5
22667,0.12933333333333333,0.8640000000000001,0.006666666666666666
22668,0.0,0.37,0.63
22669,0.18,0.73,0.09
22670,0.0,0.26,0.74
22671,0.01,0.01,0.98
22672,0.1,0.55,0.35
22673,0.01,0.83,0.16
22674,0.01,0.925,0.065
22675,0.62,0.37,0.01
22676,0.03,0.7425,0.2275
22677,0.0,0.59,0.41
22678,0.0,0.94,0.06
22679,0.08,0.63,0.29
22680,0.0,0.38,0.62
22681,0.69,0.3,0.01
22682,0.01,0.58,0.41
22683,0.0,0.986,0.013999999999999999
22684,0.0,0.0,1.0
22685,0.79,0.21,0.0
22686,0.0,0.18,0.82
22687,0.07,0.67,0.26
22688,0.27,0.41,0.32
22689,0.0,0.11,0.89
22690,0.11,0.56,0.33
22691,0.01,0.89,0.1
22692,0.23,0.68,0.09
22693,0.04,0.82,0.14
22694,0.0,0.96,0.04
22695,0.01,0.73,0.26
22696,0.02,0.69,0.29
22697,0.01,0.6375,0.3525
22698,0.03,0.95,0.02
22699,0.0,1.0,0.0
22700,0.02,0.8125,0.1675
22701,0.0,0.13,0.87
22702,0.01,0.39,0.6
22703,0.024285714285714285,0.9109285714285713,0.0647857142857143
22704,0.45,0.54,0.01
22705,0.01,0.88,0.11
22706,0.18,0.72,0.1
22707,0.05,0.8,0.15
22708,0.0,0.44,0.56
22709,0.65,0.35,0.0
22710,0.36,0.62,0.02
22711,0.0,0.95,0.05
22712,0.0,0.516,0.484
22713,0.0,0.4741666666666666,0.5258333333333334
22714,0.0,0.5,0.5
22715,0.0,0.41,0.59
22716,0.01,0.5,0.49
22717,0.25,0.71,0.04
22718,0.07541666666666667,0.9245833333333333,0.0
22719,0.0,0.03,0.97
22720,0.26,0.61,0.13
22721,0.0,0.76,0.24
22722,0.02,0.49,0.49
22723,0.05,0.91,0.04
22724,0.6,0.34,0.06
22725,0.01,0.09,0.9
22726,0.0,0.53,0.47
22727,0.0,0.01,0.99
22728,0.0,0.29,0.71
22729,0.0,0.9766666666666667,0.023333333333333334
22730,0.06,0.8766666666666667,0.06333333333333332
22731,0.0,0.0,1.0
22732,0.0,0.6,0.4
22733,0.04,0.61,0.35
22734,0.01,0.64,0.35
22735,0.03,0.88,0.09
22736,0.0,0.06416666666666666,0.9358333333333333
22737,0.0,0.37,0.63
22738,0.0,0.0,1.0
22739,0.0,0.7683333333333333,0.2316666666666667
22740,0.0,0.75,0.25
22741,0.0,0.49,0.51
22742,0.16,0.67,0.17
22743,0.02,0.74,0.24
22744,0.03,0.24,0.73
22745,0.0,0.98,0.02
22746,0.06,0.71,0.23
22747,0.03,0.914,0.055999999999999994
22748,0.0,0.87,0.13
22749,0.0,0.98,0.02
22750,0.0,0.6525,0.3475
22751,0.0,0.79,0.21
22752,0.0,0.13,0.87
22753,0.02333333333333333,0.9566666666666667,0.02
22754,0.02,0.6,0.38
22755,0.0,0.79,0.21
22756,0.0,0.61,0.39
22757,0.08,0.84,0.08
22758,0.0,0.95,0.05
22759,0.13583333333333333,0.8141666666666667,0.05
22760,0.01,0.7516666666666666,0.23833333333333337
22761,0.1,0.76,0.14
22762,0.0,1.0,0.0
22763,0.0,0.07,0.93
22764,0.0,0.83,0.17
22765,0.0,0.75,0.25
22766,0.0,0.79,0.21
22767,0.0,0.8,0.2
22768,0.48,0.52,0.0
22769,0.03,0.36,0.61
22770,0.0,0.14,0.86
22771,0.0,0.6,0.4
22772,0.01,0.97,0.02
22773,0.05,0.82,0.13
22774,0.01,0.52,0.47
22775,0.01,0.35266666666666674,0.6373333333333334
22776,0.11,0.85,0.04
22777,0.08,0.58,0.34
22778,0.18,0.23,0.59
22779,0.03,0.71,0.26
22780,0.0,0.9,0.1
22781,0.0,0.87,0.13
22782,0.7325,0.2675,0.0
22783,0.09416666666666666,0.81,0.09583333333333333
22784,0.04,0.74,0.22
22785,0.0,0.39,0.61
22786,0.0,0.8,0.2
22787,0.02,0.76,0.22
22788,0.72,0.27,0.01
22789,0.08,0.76,0.16
22790,0.02,0.93,0.05
22791,0.0,0.8266666666666665,0.17333333333333337
22792,0.0,0.7254999999999999,0.27449999999999997
22793,0.0,0.01,0.99
22794,0.03,0.92,0.05
22795,0.37,0.61,0.02
22796,0.01,0.74,0.25
22797,0.15,0.37,0.48
22798,0.0,0.23,0.77
22799,0.02,0.71,0.27
22800,0.0,0.88,0.12
22801,0.01,0.89,0.1
22802,0.49,0.51,0.0
22803,0.01,0.32,0.67
22804,0.0,0.9433333333333335,0.056666666666666664
22805,0.0,0.49833333333333335,0.5016666666666666
22806,0.1,0.85,0.05
22807,0.0,0.7405714285714283,0.2594285714285714
22808,0.0,0.02,0.98
22809,0.0,0.29,0.71
22810,0.01,0.64,0.35
22811,0.0,0.03,0.97
22812,0.0,0.76,0.24
22813,0.6,0.34,0.06
22814,0.0,0.38,0.62
22815,0.0,0.06,0.94
22816,0.0,0.66,0.34
22817,0.0,0.11,0.89
22818,0.3,0.68,0.02
22819,0.59,0.39,0.02
22820,0.0,0.22,0.78
22821,0.0,0.95,0.05
22822,0.01,0.87,0.12
22823,0.0,0.13,0.87
22824,0.0,0.04416666666666667,0.9558333333333333
22825,0.01,0.97,0.02
22826,0.0,0.9,0.1
22827,0.0,0.59,0.41
22828,0.0,0.03,0.97
22829,0.24,0.75,0.01
22830,0.0,0.49,0.51
22831,0.0,0.54,0.46
22832,0.0,0.33,0.67
22833,0.16,0.72,0.12
22834,0.0,0.53,0.47
22835,0.0,0.82,0.18
22836,0.0,0.34,0.66
22837,0.06,0.7366666666666666,0.2033333333333333
22838,0.0,0.59,0.41
22839,0.0,0.27921428571428575,0.7207857142857143
22840,0.0,0.99,0.01
22841,0.0,0.42833333333333334,0.5716666666666667
22842,0.32,0.44,0.24
22843,0.0,0.29,0.71
22844,0.0225,0.8675,0.11
22845,0.19,0.73,0.08
22846,0.2,0.55,0.25
22847,0.0,0.38866666666666666,0.6113333333333333
22848,0.0,0.695,0.305
22849,0.27,0.66,0.07
22850,0.01,0.7,0.29
22851,0.04,0.86,0.1
22852,0.0,0.225,0.775
22853,0.0,0.28,0.72
22854,0.14856601731601726,0.8514339826839822,0.0
22855,0.24,0.59,0.17
22856,0.67,0.29,0.04
22857,0.07,0.86,0.07
22858,0.41,0.52,0.07
22859,0.0,0.52,0.48
22860,0.0,0.02,0.98
22861,0.05,0.785,0.165
22862,0.52,0.47,0.01
22863,0.03,0.91,0.06
22864,0.46,0.43,0.11
22865,0.33,0.59,0.08
22866,0.05,0.8,0.15
22867,0.0,0.19666666666666666,0.8033333333333335
22868,0.4,0.57,0.03
22869,0.03,0.735,0.235
22870,0.16,0.71,0.13
22871,0.02,0.81,0.17
22872,0.0,0.02,0.98
22873,0.01,0.93,0.06
22874,0.08,0.58,0.34
22875,0.0,0.445,0.555
22876,0.0,0.84,0.16
22877,0.0,0.47,0.53
22878,0.14,0.415,0.445
22879,0.25,0.75,0.0
22880,0.01,0.97,0.02
22881,0.0,0.705,0.295
22882,0.0,0.87,0.13
22883,0.02,0.6166666666666667,0.3633333333333333
22884,0.0,0.6,0.4
22885,0.29,0.7,0.01
22886,0.6866666666666665,0.3133333333333333,0.0
22887,0.0,0.7416666666666667,0.2583333333333333
22888,0.02,0.82,0.16
22889,0.0,0.66,0.34
22890,0.01,0.95,0.04
22891,0.33,0.4,0.27
22892,0.0,0.17333333333333337,0.8266666666666667
22893,0.034,0.866,0.1
22894,0.03,0.7,0.27
22895,0.28,0.71,0.01
22896,0.0,0.96,0.04
22897,0.0,0.7561666666666667,0.24383333333333332
22898,0.01,0.20733333333333334,0.7826666666666665
22899,0.01,0.82,0.17
22900,0.02,0.93,0.05
22901,0.0,0.19,0.81
22902,0.0,0.115,0.885
22903,0.0,0.0,1.0
22904,0.0,0.93,0.07
22905,0.0,0.48499999999999993,0.515
22906,0.0,0.42083333333333334,0.5791666666666666
22907,0.0,0.732,0.26799999999999996
22908,0.01,0.94,0.05
22909,0.0,0.23,0.77
22910,0.05,0.73,0.22
22911,0.01,0.66,0.33
22912,0.02,0.89,0.09
22913,0.01,0.46,0.53
22914,0.0,0.305,0.695
22915,0.07,0.89,0.04
22916,0.0,0.9975,0.0025
22917,0.08,0.81,0.11
22918,0.4567738095238095,0.5332261904761905,0.01
22919,0.19,0.79,0.02
22920,0.88,0.12,0.0
22921,0.64,0.35,0.01
22922,0.01,0.8,0.19
22923,0.02,0.06,0.92
22924,0.0,0.02,0.98
22925,0.04,0.6525,0.30750000000000005
22926,0.0,0.66,0.34
22927,0.37,0.62,0.01
22928,0.01,0.84,0.15
22929,0.0,0.84,0.16
22930,0.0,0.0,1.0
22931,0.0,0.732,0.268
22932,0.0,0.07,0.93
22933,0.0,0.11,0.89
22934,0.47980952380952374,0.4651904761904762,0.055
22935,0.0,0.55,0.45
22936,0.0,0.1,0.9
22937,0.11,0.86,0.03
22938,0.02,0.5,0.48
22939,0.0,0.43,0.57
22940,0.61,0.22,0.17
22941,0.0,0.04,0.96
22942,0.0,0.02,0.98
22943,0.01,0.66,0.33
22944,0.18,0.74,0.08
22945,0.01,0.6,0.39
22946,0.02,0.67,0.31
22947,0.08,0.67,0.25
22948,0.01,0.7066666666666666,0.2833333333333334
22949,0.0,0.9316666666666668,0.06833333333333334
22950,0.0,0.915,0.085
22951,0.08966666666666667,0.7903333333333333,0.12
22952,0.0,0.2966666666666667,0.7033333333333333
22953,0.0,0.52,0.48
22954,0.24,0.6866666666666668,0.07333333333333333
22955,0.02,0.74,0.24
22956,0.03,0.48,0.49
22957,0.01,0.524,0.46599999999999997
22958,0.5,0.5,0.0
22959,0.0,0.76,0.24
22960,0.0,0.635,0.365
22961,0.0,0.49,0.51
22962,0.0,0.04,0.96
22963,0.03,0.79,0.18
22964,0.73,0.1,0.17
22965,0.0,0.0,1.0
22966,0.28,0.68,0.04
22967,0.0,0.72,0.28
22968,0.06,0.84,0.1
22969,0.01,0.4,0.59
22970,0.01,0.89,0.1
22971,0.45,0.535,0.015
22972,0.01,0.49,0.5
22973,0.0,0.34,0.66
22974,0.06,0.81,0.13
22975,0.04,0.48,0.48
22976,0.72,0.28,0.0
22977,0.01,0.82,0.17
22978,0.0,0.5466666666666666,0.45333333333333337
22979,0.01,0.45,0.54
22980,0.0,0.46,0.54
22981,0.3,0.52,0.18
22982,0.0,0.94,0.06
22983,0.02,0.91,0.07
22984,0.0,0.5871666666666666,0.41283333333333333
22985,0.09,0.67,0.24
22986,0.0,0.09678896103896104,0.9032110389610389
22987,0.0,0.7266666666666667,0.2733333333333334
22988,0.01,0.64,0.35
22989,0.34,0.56,0.1
22990,0.24,0.65,0.11
22991,0.0,0.06,0.94
22992,0.06,0.29,0.65
22993,0.72,0.27,0.01
22994,0.0,0.18599999999999997,0.814
22995,0.05,0.9,0.05
22996,0.12,0.6933333333333335,0.18666666666666665
22997,0.02,0.89,0.09
22998,0.25,0.685,0.065
22999,0.09,0.61,0.3
23000,0.0,0.4925,0.5075
23001,0.04,0.74,0.22
23002,0.0,0.39,0.61
23003,0.07,0.39,0.54
23004,0.0,0.01,0.99
23005,0.04,0.82,0.14
23006,0.13,0.71,0.16
23007,0.0,0.4346666666666667,0.5653333333333334
23008,0.01,0.69,0.3
23009,0.05583333333333333,0.7941666666666666,0.15
23010,0.0,0.6,0.4
23011,0.0,0.59,0.41
23012,0.04,0.68,0.28
23013,0.17,0.71,0.12
23014,0.01,0.9583333333333335,0.03166666666666666
23015,0.21833333333333332,0.7216666666666666,0.06
23016,0.02,0.39,0.59
23017,0.0,0.47,0.53
23018,0.0,0.78,0.22
23019,0.0,0.02,0.98
23020,0.0,0.0,1.0
23021,0.0,0.48,0.52
23022,0.02,0.8,0.18
23023,0.0,0.25,0.75
23024,0.38,0.6,0.02
23025,0.0,0.02,0.98
23026,0.02,0.56,0.42
23027,0.13,0.5,0.37
23028,0.66,0.33,0.01
23029,0.095,0.855,0.05
23030,0.0,0.7533333333333333,0.24666666666666665
23031,0.0,0.93,0.07
23032,0.0,0.75,0.25
23033,0.04,0.73,0.23
23034,0.0,0.79,0.21
23035,0.01,0.4,0.59
23036,0.0,0.9,0.1
23037,0.0,0.9266666666666665,0.07333333333333333
23038,0.115,0.845,0.04
23039,0.34,0.64,0.02
23040,0.02,0.6,0.38
23041,0.0,0.35333333333333333,0.6466666666666666
23042,0.0,0.04,0.96
23043,0.0,0.632,0.368
23044,0.0,0.32,0.68
23045,0.01,0.55,0.44
23046,0.01,0.01,0.98
23047,0.0,0.01,0.99
23048,0.0,0.77,0.23
23049,0.01,0.82,0.17
23050,0.33,0.64,0.03
23051,0.53,0.36,0.11
23052,0.0,0.45,0.55
23053,0.76,0.21,0.03
23054,0.01,0.532,0.45799999999999996
23055,0.005,0.64,0.355
23056,0.01,0.72,0.27
23057,0.04,0.91,0.05
23058,0.0,0.74,0.26
23059,0.04,0.79,0.17
23060,0.0,0.6533333333333333,0.3466666666666666
23061,0.0,0.74,0.26
23062,0.01,0.85,0.14
23063,0.0,0.07,0.93
23064,0.24,0.72,0.04
23065,0.26,0.42,0.32
23066,0.0,0.14,0.86
23067,0.0,0.27,0.73
23068,0.0,0.27,0.73
23069,0.01,0.96,0.03
23070,0.0,0.45,0.55
23071,0.0,0.14150000000000001,0.8584999999999999
23072,0.01,0.8466666666666667,0.14333333333333334
23073,0.05,0.6025,0.3475
23074,0.14800000000000002,0.442,0.41
23075,0.0,0.17,0.83
23076,0.0,0.83,0.17
23077,0.06,0.75,0.19
23078,0.0,0.695,0.305
23079,0.13,0.72,0.15
23080,0.0,0.57,0.43
23081,0.0,0.79,0.21
23082,0.03,0.83,0.14
23083,0.0,0.34,0.66
23084,0.01,0.06,0.93
23085,0.02,0.91,0.07
23086,0.03,0.62,0.35
23087,0.4822857142857144,0.4977142857142857,0.02
23088,0.0,0.46,0.54
23089,0.0,0.10890476190476191,0.891095238095238
23090,0.22,0.74,0.04
23091,0.01,0.04,0.95
23092,0.0,0.06,0.94
23093,0.0,0.78,0.22
23094,0.03,0.14,0.83
23095,0.02,0.62,0.36
23096,0.02,0.7175,0.2625
23097,0.07,0.5,0.43
23098,0.54,0.45,0.01
23099,0.0,0.55,0.45
23100,0.0,0.32,0.68
23101,0.0,0.66,0.34
23102,0.04,0.85,0.11
23103,0.0,0.44,0.56
23104,0.0,0.6733333333333335,0.3266666666666667
23105,0.02,0.82,0.16
23106,0.18,0.71,0.11
23107,0.0,0.98,0.02
23108,0.0,0.66,0.34
23109,0.64,0.35,0.01
23110,0.0,0.23,0.77
23111,0.06,0.91,0.03
23112,0.08,0.86,0.06
23113,0.01,0.965,0.025
23114,0.34,0.65,0.01
23115,0.0,0.175,0.825
23116,0.0,0.79,0.21
23117,0.0,0.7,0.3
23118,0.18,0.82,0.0
23119,0.01,0.82,0.17
23120,0.0,0.74,0.26
23121,0.25,0.58,0.17
23122,0.0,0.31,0.69
23123,0.0,0.77,0.23
23124,0.02,0.98,0.0
23125,0.08,0.87,0.05
23126,0.16,0.8,0.04
23127,0.0,0.93,0.07
23128,0.7333333333333334,0.18666666666666665,0.08
23129,0.0,0.31,0.69
23130,0.01,0.465,0.525
23131,0.04,0.28,0.68
23132,0.0,0.95,0.05
23133,0.235,0.715,0.05
23134,0.0,0.205,0.795
23135,0.03,0.6,0.37
23136,0.09,0.6625,0.2475
23137,0.01,0.63,0.36
23138,0.01,0.6,0.39
23139,0.0,0.58,0.42
23140,0.276,0.654,0.07
23141,0.0,0.05,0.95
23142,0.0,0.98,0.02
23143,0.0,0.95,0.05
23144,0.9666666666666667,0.03333333333333333,0.0
23145,0.02,0.87,0.11
23146,0.0,0.75,0.25
23147,0.06,0.72,0.22
23148,0.04,0.6616666666666666,0.29833333333333334
23149,0.15,0.75,0.1
23150,0.0,0.08,0.92
23151,0.02,0.49,0.49
23152,0.65,0.21,0.14
23153,0.13,0.31,0.56
23154,0.31,0.31,0.38
23155,0.02,0.6,0.38
23156,0.3466666666666666,0.6333333333333333,0.02
23157,0.28,0.53,0.19
23158,0.0,0.84,0.16
23159,0.44833333333333336,0.5516666666666667,0.0
23160,0.0,0.03,0.97
23161,0.79,0.21,0.0
23162,0.19,0.45,0.36
23163,0.59,0.38,0.03
23164,0.878,0.122,0.0
23165,0.01,0.61,0.38
23166,0.0,0.55,0.45
23167,0.0,0.075,0.925
23168,0.68,0.26,0.06
23169,0.0,0.78,0.22
23170,0.48,0.48,0.04
23171,0.06,0.89,0.05
23172,0.03,0.83,0.14
23173,0.01,0.8455833333333334,0.1444166666666667
23174,0.0,0.57,0.43
23175,0.01,0.94,0.05
23176,0.57,0.38,0.05
23177,0.025,0.645,0.33
23178,0.0,0.06,0.94
23179,0.0,0.01,0.99
23180,0.0,0.08,0.92
23181,0.22,0.67,0.11
23182,0.31,0.63,0.06
23183,0.0,0.915,0.085
23184,0.0,0.6,0.4
23185,0.0,0.73,0.27
23186,0.59,0.29,0.12
23187,0.01,0.48,0.51
23188,0.0075,0.601,0.39149999999999996
23189,0.2,0.78,0.02
23190,0.16774358974358974,0.6889871794871795,0.14326923076923076
23191,0.5,0.49,0.01
23192,0.05,0.82,0.13
23193,0.22,0.69,0.09
23194,0.02,0.94,0.04
23195,0.0,0.9,0.1
23196,0.01,0.55,0.44
23197,0.22,0.71,0.07
23198,0.01,0.7,0.29
23199,0.74,0.26,0.0
23200,0.14833333333333334,0.7416666666666667,0.11
23201,0.0,0.1,0.9
23202,0.0,0.48,0.52
23203,0.06,0.6,0.34
23204,0.9,0.1,0.0
23205,0.0,0.82,0.18
23206,0.0,0.24666666666666665,0.7533333333333333
23207,0.22,0.69,0.09
23208,0.03,0.8416666666666667,0.12833333333333333
23209,0.0,0.28,0.72
23210,0.0,0.475,0.525
23211,0.62,0.38,0.0
23212,0.01,0.29,0.7
23213,0.27,0.65,0.08
23214,0.3,0.6283333333333334,0.07166666666666667
23215,0.24666666666666667,0.6633333333333334,0.09
23216,0.01,0.85,0.14
23217,0.0,0.03,0.97
23218,0.0,0.20466666666666666,0.7953333333333333
23219,0.22,0.66,0.12
23220,0.01,0.47,0.52
23221,0.0,0.23,0.77
23222,0.01,0.9,0.09
23223,0.105,0.865,0.03
23224,0.0,0.91,0.09
23225,0.0,0.865,0.135
23226,0.0,0.82,0.18
23227,0.01,0.89,0.1
